week,depression,ocd,anxiety,insomnia,therapy,nation
8/2/2020,18,0,18,14,51,Ukraine
10/18/2020,18,4,18,14,56,Ukraine
5/23/2021,18,4,4,14,61,Ukraine
5/30/2021,18,4,29,11,86,Ukraine
6/2/2019,18,6,24,6,40,Malaysia
1/19/2020,18,6,42,7,48,New Zealand
4/5/2020,18,4,13,5,17,India
7/19/2020,18,3,14,4,21,India
7/26/2020,18,3,14,4,19,India
8/2/2020,18,3,15,4,21,India
8/16/2020,18,3,15,4,20,India
8/30/2020,18,3,18,5,22,India
9/13/2020,18,4,15,4,22,India
1/24/2021,18,4,13,3,19,India
4/4/2021,18,4,14,4,21,India
5/23/2021,18,4,20,6,22,India
3/24/2019,18,6,17,5,80,Brazil
12/22/2019,18,7,20,5,59,Brazil
3/29/2020,18,4,31,15,81,Brazil
5/31/2020,18,20,21,11,84,Brazil
8/16/2020,18,13,17,14,77,Brazil
2/28/2021,18,15,22,6,55,Brazil
3/14/2021,18,7,13,4,59,Brazil
5/9/2021,18,13,19,8,80,Brazil
3/24/2019,18,4,13,9,63,Russia
5/19/2019,18,6,4,6,68,Russia
6/23/2019,18,2,19,14,47,Russia
6/30/2019,18,2,10,8,76,Russia
7/21/2019,18,0,22,8,55,Russia
8/25/2019,18,6,18,12,58,Russia
11/3/2019,18,0,12,2,64,Russia
7/12/2020,18,4,8,6,55,Russia
8/2/2020,18,4,4,0,32,Russia
8/9/2020,18,2,10,12,33,Russia
9/6/2020,18,4,9,13,48,Russia
12/13/2020,18,2,4,4,37,Russia
3/14/2021,18,5,2,11,41,Russia
5/30/2021,18,2,8,10,58,Russia
7/25/2021,18,0,15,11,62,Russia
9/26/2021,18,0,7,4,46,Russia
7/7/2019,18,5,5,4,25,Iran
5/19/2019,18,15,11,11,40,Argentina
6/30/2019,18,0,4,4,26,Argentina
8/4/2019,18,7,14,4,18,Argentina
12/8/2019,18,11,4,7,39,Argentina
8/1/2021,18,6,12,9,45,Argentina
8/29/2021,18,6,9,6,34,Argentina
5/5/2019,18,12,30,6,62,Spain
8/4/2019,18,7,41,20,81,Spain
3/8/2020,18,3,18,5,54,Spain
6/7/2020,18,18,15,8,47,Spain
9/20/2020,18,9,29,16,48,Spain
3/21/2021,18,6,24,10,68,Spain
8/8/2021,18,7,20,16,51,Spain
9/5/2021,18,5,16,18,58,Spain
3/10/2019,18,9,5,9,32,Colombia
6/16/2019,18,5,9,9,42,Colombia
7/28/2019,18,5,18,5,23,Colombia
11/3/2019,18,14,9,18,78,Colombia
11/10/2019,18,0,22,0,49,Colombia
12/29/2019,18,12,23,12,64,Colombia
1/12/2020,18,4,18,18,70,Colombia
3/1/2020,18,7,18,11,76,Colombia
4/26/2020,18,12,18,12,49,Colombia
5/10/2020,18,46,18,0,70,Colombia
1/20/2019,19,31,24,35,54,Indonesia
2/17/2019,19,27,36,51,56,Indonesia
9/1/2019,19,22,40,44,66,Indonesia
9/29/2019,19,22,59,39,53,Indonesia
12/1/2019,19,19,40,46,65,Indonesia
2/23/2020,19,17,37,57,57,Indonesia
5/3/2020,19,17,54,94,36,Indonesia
6/7/2020,19,31,38,88,39,Indonesia
10/4/2020,19,24,40,56,45,Indonesia
2/28/2021,19,22,43,53,35,Indonesia
4/25/2021,19,21,45,50,47,Indonesia
6/30/2019,19,2,17,2,58,Mexico
12/29/2019,19,10,22,5,66,Mexico
3/15/2020,19,14,19,19,72,Mexico
5/31/2020,19,13,16,9,51,Mexico
12/20/2020,19,9,35,9,35,Mexico
4/4/2021,19,15,19,10,44,Mexico
2/17/2019,19,12,23,23,28,Poland
5/19/2019,19,14,19,14,47,Poland
6/2/2019,19,7,17,19,72,Poland
2/9/2020,19,15,12,33,52,Poland
5/31/2020,19,24,13,30,83,Poland
9/20/2020,19,13,24,28,69,Poland
10/11/2020,19,19,17,11,63,Poland
10/18/2020,19,19,30,19,65,Poland
5/16/2021,19,26,28,26,87,Poland
5/30/2021,19,24,39,34,60,Poland
3/17/2019,19,4,19,7,89,Ukraine
5/19/2019,19,8,39,12,70,Ukraine
1/26/2020,19,3,29,19,44,Ukraine
12/27/2020,19,0,7,11,44,Ukraine
6/20/2021,19,0,4,12,46,Ukraine
8/1/2021,19,11,19,8,45,Ukraine
7/12/2020,19,3,16,4,22,India
8/23/2020,19,4,16,5,20,India
12/6/2020,19,3,13,4,19,India
3/7/2021,19,4,14,3,21,India
3/14/2021,19,3,14,3,25,India
1/27/2019,19,11,36,9,51,Brazil
11/24/2019,19,11,21,7,75,Brazil
12/8/2019,19,6,9,3,72,Brazil
2/16/2020,19,8,18,13,100,Brazil
5/24/2020,19,13,25,8,69,Brazil
5/16/2021,19,9,19,9,75,Brazil
3/3/2019,19,7,15,9,60,Russia
3/17/2019,19,3,12,12,63,Russia
5/26/2019,19,2,21,15,58,Russia
11/24/2019,19,0,14,7,49,Russia
1/5/2020,19,7,7,19,73,Russia
2/2/2020,19,7,8,5,52,Russia
1/17/2021,19,6,11,6,56,Russia
7/21/2019,19,8,15,4,38,Argentina
7/12/2020,19,19,19,17,54,Spain
2/3/2019,19,5,19,0,53,Colombia
2/9/2020,19,8,8,8,74,Colombia
7/18/2021,19,4,8,0,46,Colombia
8/15/2021,19,4,8,11,49,Colombia
1/26/2020,20,30,44,44,50,Indonesia
3/29/2020,20,27,31,60,48,Indonesia
5/10/2020,20,18,50,95,41,Indonesia
5/24/2020,20,28,41,100,53,Indonesia
2/21/2021,20,18,42,42,40,Indonesia
2/24/2019,20,4,38,7,74,Mexico
2/23/2020,20,6,35,6,46,Mexico
4/26/2020,20,27,17,7,27,Mexico
10/25/2020,20,4,13,7,47,Mexico
3/28/2021,20,7,47,7,62,Mexico
6/27/2021,20,12,14,12,45,Mexico
9/19/2021,20,12,18,8,64,Mexico
3/31/2019,20,17,20,27,51,Poland
11/10/2019,20,22,18,26,90,Poland
2/23/2020,20,12,28,30,59,Poland
3/8/2020,20,27,16,16,57,Poland
5/3/2020,20,20,32,32,72,Poland
5/10/2020,20,20,20,33,88,Poland
7/19/2020,20,16,23,32,45,Poland
8/2/2020,20,20,25,43,50,Poland
2/7/2021,20,20,38,49,50,Poland
2/28/2021,20,24,18,12,68,Poland
3/7/2021,20,22,28,28,80,Poland
3/21/2021,20,24,37,18,41,Poland
5/23/2021,20,28,24,24,66,Poland
8/8/2021,20,10,27,20,67,Poland
3/31/2019,20,4,8,24,75,Ukraine
5/3/2020,20,6,6,9,52,Ukraine
6/14/2020,20,10,3,16,49,Ukraine
10/25/2020,20,0,7,13,47,Ukraine
4/18/2021,20,3,13,10,43,Ukraine
1/24/2021,20,7,41,13,40,Malaysia
5/9/2021,20,11,31,8,41,Malaysia
2/17/2019,20,11,26,8,60,Brazil
5/5/2019,20,9,20,6,63,Brazil
6/2/2019,20,4,17,4,84,Brazil
9/1/2019,20,11,13,9,67,Brazil
12/29/2019,20,12,25,5,64,Brazil
3/22/2020,20,4,20,28,77,Brazil
6/21/2020,20,13,20,8,65,Brazil
6/28/2020,20,8,14,11,81,Brazil
9/6/2020,20,6,22,10,61,Brazil
10/11/2020,20,11,18,9,93,Brazil
12/13/2020,20,8,21,5,86,Brazil
12/27/2020,20,5,19,3,67,Brazil
2/7/2021,20,6,17,3,61,Brazil
2/14/2021,20,8,22,7,83,Brazil
3/7/2021,20,5,18,3,68,Brazil
3/21/2021,20,4,23,5,51,Brazil
4/11/2021,20,11,20,6,69,Brazil
5/30/2021,20,10,13,8,65,Brazil
2/10/2019,20,5,14,9,53,Russia
4/14/2019,20,5,18,7,96,Russia
4/28/2019,20,2,16,10,59,Russia
6/16/2019,20,2,14,16,65,Russia
7/7/2019,20,10,20,12,54,Russia
7/14/2019,20,4,10,8,69,Russia
9/22/2019,20,0,14,12,59,Russia
2/16/2020,20,3,7,8,68,Russia
1/24/2021,20,0,7,4,39,Russia
4/18/2021,20,6,7,15,54,Russia
7/4/2021,20,4,13,9,40,Russia
1/20/2019,20,0,27,8,23,Argentina
4/12/2020,20,10,22,2,81,Argentina
1/24/2021,20,3,3,10,42,Argentina
11/17/2019,20,17,24,13,76,Spain
11/24/2019,20,7,22,11,72,Spain
4/19/2020,20,58,12,12,78,Spain
5/10/2020,20,42,20,17,79,Spain
6/14/2020,20,14,25,8,56,Spain
6/13/2021,20,10,16,14,49,Spain
8/15/2021,20,0,33,9,72,Spain
9/19/2021,20,4,26,9,50,Spain
9/26/2021,20,7,22,9,65,Spain
12/15/2019,20,15,15,0,70,Colombia
3/22/2020,20,7,17,10,73,Colombia
6/14/2020,20,10,10,10,30,Colombia
7/26/2020,20,0,10,0,37,Colombia
8/30/2020,20,3,3,0,59,Colombia
9/13/2020,20,3,17,10,44,Colombia
11/22/2020,20,4,20,12,24,Colombia
5/26/2019,20,2,8,3,43,Italy
5/26/2019,20,2,8,3,43,Italy
5/5/2019,21,15,39,43,56,Indonesia
6/9/2019,21,25,28,55,65,Indonesia
7/7/2019,21,23,48,48,65,Indonesia
12/8/2019,21,22,39,53,55,Indonesia
4/12/2020,21,23,31,73,36,Indonesia
7/5/2020,21,29,37,62,51,Indonesia
7/12/2020,21,28,40,59,41,Indonesia
1/13/2019,21,19,17,12,66,Mexico
5/12/2019,21,32,25,7,62,Mexico
9/8/2019,21,8,28,11,59,Mexico
12/8/2019,21,16,39,5,88,Mexico
1/19/2020,21,14,14,6,66,Mexico
11/1/2020,21,2,27,9,52,Mexico
12/27/2020,21,21,30,2,70,Mexico
3/14/2021,21,5,14,5,60,Mexico
7/18/2021,21,8,29,13,69,Mexico
8/22/2021,21,4,14,14,43,Mexico
3/24/2019,21,14,14,28,66,Poland
6/9/2019,21,7,21,17,50,Poland
3/22/2020,21,20,21,30,64,Poland
8/30/2020,21,21,30,39,75,Poland
9/27/2020,21,21,26,34,90,Poland
5/2/2021,21,25,32,19,57,Poland
7/14/2019,21,4,25,4,58,Ukraine
11/10/2019,21,7,18,11,49,Ukraine
2/23/2020,21,3,18,3,67,Ukraine
8/22/2021,21,8,0,8,34,Ukraine
12/29/2019,21,8,52,3,31,New Zealand
11/29/2020,21,3,14,3,20,India
2/10/2019,21,1,27,4,71,Brazil
3/17/2019,21,9,29,12,87,Brazil
3/31/2019,21,6,16,2,60,Brazil
5/19/2019,21,8,20,3,83,Brazil
6/16/2019,21,11,24,6,71,Brazil
7/28/2019,21,11,21,5,83,Brazil
3/15/2020,21,4,25,4,84,Brazil
4/26/2020,21,19,19,5,65,Brazil
6/7/2020,21,13,15,9,89,Brazil
8/2/2020,21,6,11,6,82,Brazil
8/9/2020,21,8,19,2,97,Brazil
1/17/2021,21,10,8,1,64,Brazil
12/15/2019,21,3,19,10,66,Russia
3/8/2020,21,2,21,11,74,Russia
5/24/2020,21,5,10,3,65,Russia
12/20/2020,21,2,19,8,53,Russia
2/28/2021,21,2,15,0,34,Russia
8/15/2021,21,9,19,6,71,Russia
8/25/2019,21,3,17,10,45,Argentina
9/15/2019,21,14,14,14,43,Argentina
1/5/2020,21,3,24,0,52,Argentina
3/1/2020,21,0,15,3,72,Argentina
6/20/2021,21,6,21,0,50,Argentina
9/19/2021,21,7,10,3,48,Argentina
1/20/2019,21,10,25,6,62,Spain
9/15/2019,21,8,21,13,94,Spain
2/14/2021,21,17,27,10,65,Spain
3/28/2021,21,11,11,4,57,Spain
4/11/2021,21,9,30,13,67,Spain
6/27/2021,21,8,23,10,72,Spain
2/28/2021,21,3,21,10,17,Colombia
2/10/2019,22,31,48,41,50,Indonesia
3/17/2019,22,34,31,44,65,Indonesia
3/31/2019,22,22,40,52,56,Indonesia
5/12/2019,22,19,29,44,47,Indonesia
7/28/2019,22,18,37,41,62,Indonesia
8/18/2019,22,25,48,40,66,Indonesia
2/2/2020,22,24,45,45,57,Indonesia
5/26/2019,22,13,20,29,64,Mexico
2/7/2021,22,5,24,11,43,Mexico
4/18/2021,22,11,23,11,58,Mexico
4/25/2021,22,7,15,9,57,Mexico
7/4/2021,22,18,26,8,55,Mexico
3/17/2019,22,7,12,19,62,Poland
4/7/2019,22,10,12,41,76,Poland
12/1/2019,22,11,41,32,52,Poland
4/19/2020,22,38,20,33,90,Poland
11/1/2020,22,14,16,26,76,Poland
11/22/2020,22,24,28,35,85,Poland
2/17/2019,22,0,25,7,79,Ukraine
1/19/2020,22,3,6,13,67,Ukraine
1/13/2019,22,4,47,5,54,New Zealand
1/12/2020,22,9,33,2,58,New Zealand
5/16/2021,22,9,41,5,60,New Zealand
7/5/2020,22,4,15,4,20,India
8/25/2019,22,9,21,13,71,Brazil
10/27/2019,22,9,19,8,53,Brazil
11/3/2019,22,5,15,5,73,Brazil
2/23/2020,22,11,18,5,82,Brazil
5/3/2020,22,8,15,7,66,Brazil
11/29/2020,22,4,19,5,83,Brazil
1/24/2021,22,8,21,3,60,Brazil
6/20/2021,22,10,14,5,61,Brazil
6/27/2021,22,5,14,8,60,Brazil
7/4/2021,22,6,22,8,70,Brazil
7/18/2021,22,8,21,5,68,Brazil
11/17/2019,22,10,10,10,67,Russia
1/26/2020,22,2,13,3,78,Russia
2/9/2020,22,2,12,5,70,Russia
4/5/2020,22,7,22,6,62,Russia
8/23/2020,22,6,17,6,22,Argentina
12/20/2020,22,7,18,7,33,Argentina
1/19/2020,22,17,15,7,76,Spain
2/2/2020,22,7,25,7,47,Spain
8/16/2020,22,8,18,12,50,Spain
8/30/2020,22,15,32,21,51,Spain
9/6/2020,22,13,43,17,43,Spain
11/29/2020,22,11,15,11,53,Spain
9/8/2019,22,0,13,4,64,Colombia
1/19/2020,22,18,13,4,67,Colombia
2/16/2020,22,7,22,0,41,Colombia
2/23/2020,22,0,22,7,92,Colombia
6/23/2019,23,26,42,44,60,Indonesia
7/21/2019,23,23,38,40,59,Indonesia
11/3/2019,23,28,40,40,67,Indonesia
12/29/2019,23,34,41,53,65,Indonesia
2/3/2019,23,14,30,2,80,Mexico
9/29/2019,23,6,15,4,74,Mexico
12/22/2019,23,8,16,10,75,Mexico
4/19/2020,23,28,24,8,44,Mexico
5/3/2020,23,21,23,13,50,Mexico
5/9/2021,23,21,15,4,43,Mexico
2/24/2019,23,19,21,19,67,Poland
10/13/2019,23,20,14,27,64,Poland
1/5/2020,23,19,42,25,53,Poland
4/12/2020,23,23,19,21,70,Poland
3/14/2021,23,27,21,29,62,Poland
7/4/2021,23,16,14,9,55,Poland
8/15/2021,23,28,19,40,45,Poland
5/5/2019,23,0,23,12,39,Ukraine
11/1/2020,23,10,7,13,49,Ukraine
8/22/2021,23,6,46,7,31,Malaysia
1/27/2019,23,0,47,8,37,New Zealand
1/10/2021,23,1,47,4,40,New Zealand
2/24/2019,23,6,12,0,53,Brazil
3/10/2019,23,9,23,6,73,Brazil
10/20/2019,23,5,22,10,81,Brazil
9/13/2020,23,12,18,6,59,Brazil
4/4/2021,23,8,14,8,60,Brazil
4/7/2019,23,5,14,11,36,Russia
9/15/2019,23,5,5,12,52,Russia
4/12/2020,23,4,13,9,73,Russia
4/25/2021,23,6,15,6,66,Russia
3/31/2019,23,8,34,8,23,Argentina
3/28/2021,23,3,13,10,39,Argentina
6/27/2021,23,3,20,9,43,Argentina
3/17/2019,23,6,26,2,66,Spain
3/15/2020,23,6,15,13,49,Spain
6/21/2020,23,25,38,13,51,Spain
6/28/2020,23,21,23,12,77,Spain
11/15/2020,23,17,23,11,85,Spain
1/3/2021,23,9,30,6,53,Spain
2/21/2021,23,9,17,19,51,Spain
2/28/2021,23,6,19,17,59,Spain
10/6/2019,23,5,27,5,36,Colombia
4/5/2020,23,11,19,11,75,Colombia
4/12/2020,23,3,13,7,70,Colombia
3/14/2021,23,3,10,0,23,Colombia
6/20/2021,23,4,19,15,30,Colombia
5/31/2020,24,25,37,71,47,Indonesia
6/2/2019,24,7,20,7,56,Mexico
6/14/2020,24,13,18,9,45,Mexico
9/13/2020,24,5,23,2,52,Mexico
11/8/2020,24,9,30,5,56,Mexico
12/13/2020,24,13,19,13,52,Mexico
1/17/2021,24,16,16,13,82,Mexico
2/14/2021,24,11,13,7,57,Mexico
5/5/2019,24,14,14,26,52,Poland
8/18/2019,24,12,17,29,72,Poland
4/26/2020,24,17,17,30,64,Poland
6/21/2020,24,22,22,22,65,Poland
7/5/2020,24,19,21,47,64,Poland
4/11/2021,24,33,26,31,97,Poland
7/25/2021,24,24,35,35,50,Poland
12/22/2019,24,3,14,17,58,Ukraine
5/24/2020,24,3,12,18,51,Ukraine
10/4/2020,24,3,7,3,57,Ukraine
4/25/2021,24,0,14,10,62,Ukraine
5/2/2021,24,6,31,10,47,Malaysia
2/10/2019,24,6,32,9,62,New Zealand
4/14/2019,24,7,42,6,44,New Zealand
10/27/2019,24,10,44,9,56,New Zealand
2/3/2019,24,3,41,6,68,Brazil
5/26/2019,24,7,24,4,69,Brazil
8/11/2019,24,13,21,6,58,Brazil
2/9/2020,24,7,24,8,62,Brazil
6/14/2020,24,17,23,6,76,Brazil
9/20/2020,24,10,25,12,79,Brazil
5/23/2021,24,8,26,5,73,Brazil
8/1/2021,24,6,24,4,60,Brazil
9/19/2021,24,10,24,7,81,Brazil
10/6/2019,24,10,10,12,42,Russia
5/17/2020,24,13,16,13,52,Russia
8/22/2021,24,5,9,5,80,Russia
11/24/2019,24,34,17,14,54,Argentina
11/15/2020,24,15,12,12,48,Argentina
4/14/2019,24,9,33,9,76,Spain
6/9/2019,24,10,28,8,77,Spain
11/10/2019,24,15,22,20,59,Spain
3/14/2021,24,18,24,18,60,Spain
4/25/2021,24,6,9,11,76,Spain
5/30/2021,24,8,28,14,61,Spain
6/6/2021,24,14,20,24,44,Spain
9/12/2021,24,4,33,15,65,Spain
3/24/2019,24,15,20,5,29,Colombia
12/1/2019,24,14,19,14,86,Colombia
3/10/2019,25,22,31,40,58,Indonesia
5/26/2019,25,12,31,46,49,Indonesia
9/22/2019,25,26,42,33,69,Indonesia
3/3/2019,25,9,23,14,76,Mexico
3/24/2019,25,12,35,16,79,Mexico
7/14/2019,25,5,22,12,77,Mexico
5/17/2020,25,49,21,13,56,Mexico
8/30/2020,25,3,24,10,37,Mexico
10/18/2020,25,9,16,7,58,Mexico
1/3/2021,25,6,18,10,62,Mexico
8/4/2019,25,15,20,23,76,Poland
8/11/2019,25,13,25,30,73,Poland
11/24/2019,25,11,17,30,74,Poland
2/16/2020,25,10,29,29,70,Poland
12/13/2020,25,27,31,21,75,Poland
1/20/2019,25,4,25,15,29,Ukraine
8/25/2019,25,4,21,17,58,Ukraine
8/22/2021,25,6,60,13,36,Philippines
4/28/2019,25,6,25,9,60,Malaysia
4/4/2021,25,3,57,13,45,Malaysia
8/8/2021,25,5,54,15,37,Malaysia
8/15/2021,25,8,56,8,37,Malaysia
6/28/2020,25,4,16,4,25,India
6/30/2019,25,6,17,8,60,Brazil
8/18/2019,25,3,15,10,83,Brazil
4/12/2020,25,6,26,8,73,Brazil
4/19/2020,25,14,13,8,84,Brazil
5/17/2020,25,8,20,7,72,Brazil
11/15/2020,25,8,19,7,71,Brazil
12/20/2020,25,5,31,2,59,Brazil
1/3/2021,25,7,15,8,76,Brazil
6/13/2021,25,5,19,9,56,Brazil
9/12/2021,25,6,33,12,77,Brazil
9/26/2021,25,9,25,6,74,Brazil
6/9/2019,25,2,19,10,87,Russia
3/21/2021,25,2,14,12,39,Russia
6/6/2021,25,10,17,12,35,Russia
2/16/2020,25,6,12,3,47,Argentina
2/23/2020,25,6,16,0,54,Argentina
4/21/2019,25,4,31,12,49,Spain
8/11/2019,25,16,27,7,67,Spain
9/1/2019,25,10,39,4,65,Spain
9/8/2019,25,8,25,17,67,Spain
9/22/2019,25,10,27,12,66,Spain
12/1/2019,25,13,17,17,96,Spain
1/12/2020,25,4,19,11,86,Spain
2/9/2020,25,20,29,5,68,Spain
2/23/2020,25,5,20,9,73,Spain
4/5/2020,25,25,26,20,79,Spain
4/26/2020,25,36,12,17,50,Spain
5/3/2020,25,17,11,11,66,Spain
5/17/2020,25,44,26,10,69,Spain
5/24/2020,25,25,17,13,73,Spain
12/20/2020,25,6,19,8,76,Spain
1/17/2021,25,4,20,7,53,Spain
4/4/2021,25,8,23,8,72,Spain
5/2/2021,25,8,19,6,60,Spain
7/18/2021,25,15,11,11,40,Spain
1/27/2019,25,0,20,5,30,Colombia
9/8/2019,26,17,37,37,74,Indonesia
6/14/2020,26,27,44,81,49,Indonesia
3/17/2019,26,10,19,7,72,Mexico
7/7/2019,26,7,29,7,81,Mexico
7/21/2019,26,0,36,5,100,Mexico
11/24/2019,26,22,20,10,57,Mexico
1/5/2020,26,4,32,6,90,Mexico
3/8/2020,26,13,13,9,51,Mexico
4/5/2020,26,20,20,10,71,Mexico
1/24/2021,26,7,22,4,30,Mexico
4/11/2021,26,9,32,9,81,Mexico
9/26/2021,26,6,18,8,55,Mexico
1/6/2019,26,9,19,14,70,Poland
3/10/2019,26,7,23,23,44,Poland
9/1/2019,26,17,24,31,52,Poland
12/8/2019,26,17,37,28,85,Poland
1/17/2021,26,28,26,14,67,Poland
1/31/2021,26,8,32,16,60,Poland
2/21/2021,26,24,26,31,69,Poland
4/18/2021,26,14,39,37,69,Poland
5/12/2019,26,3,30,11,37,Philippines
5/17/2020,26,11,24,7,35,Malaysia
12/1/2019,26,6,29,5,42,New Zealand
11/22/2020,26,5,57,4,38,New Zealand
1/24/2021,26,5,38,5,54,New Zealand
2/28/2021,26,1,48,3,53,New Zealand
3/21/2021,26,9,61,5,64,New Zealand
7/11/2021,26,6,54,5,48,New Zealand
1/6/2019,26,3,13,8,72,Brazil
5/12/2019,26,14,11,8,91,Brazil
9/22/2019,26,7,20,4,59,Brazil
9/27/2020,26,7,19,7,86,Brazil
10/18/2020,26,6,17,12,94,Brazil
4/18/2021,26,16,20,10,68,Brazil
4/21/2019,26,2,17,9,72,Russia
5/5/2019,26,10,22,12,100,Russia
8/11/2019,26,2,16,20,50,Russia
9/27/2020,26,4,19,7,75,Russia
9/19/2021,26,4,6,11,81,Russia
3/17/2019,26,4,19,15,26,Argentina
2/2/2020,26,10,16,0,45,Argentina
1/6/2019,26,9,17,9,52,Spain
1/27/2019,26,16,30,12,58,Spain
7/21/2019,26,9,21,15,75,Spain
8/18/2019,26,13,31,15,48,Spain
3/1/2020,26,9,27,10,63,Spain
1/24/2021,26,9,18,9,52,Spain
2/7/2021,26,11,19,6,69,Spain
9/29/2019,26,0,26,4,52,Colombia
6/13/2021,26,4,8,8,26,Colombia
8/4/2019,27,7,34,17,57,Mexico
8/25/2019,27,11,22,11,73,Mexico
4/12/2020,27,11,31,11,54,Mexico
5/10/2020,27,59,13,15,42,Mexico
7/5/2020,27,19,27,12,45,Mexico
6/30/2019,27,12,27,39,69,Poland
8/25/2019,27,7,17,43,65,Poland
10/6/2019,27,9,36,36,65,Poland
10/20/2019,27,11,27,39,70,Poland
4/5/2020,27,15,17,40,73,Poland
6/14/2020,27,16,14,31,68,Poland
6/20/2021,27,22,27,24,51,Poland
3/3/2019,27,4,4,15,100,Ukraine
12/15/2019,27,0,10,13,60,Ukraine
3/14/2021,27,3,18,9,33,Ukraine
5/19/2019,27,8,29,11,41,Philippines
8/8/2021,27,6,59,19,33,Philippines
1/19/2020,27,7,40,8,43,Malaysia
10/25/2020,27,6,35,15,41,Malaysia
3/14/2021,27,4,46,7,38,Malaysia
5/16/2021,27,9,40,11,32,Malaysia
2/3/2019,27,8,50,8,56,New Zealand
2/17/2019,27,5,56,4,37,New Zealand
1/5/2020,27,6,33,11,54,New Zealand
10/25/2020,27,1,55,9,57,New Zealand
1/17/2021,27,2,58,6,53,New Zealand
8/1/2021,27,7,51,9,88,New Zealand
9/19/2021,27,10,55,7,44,New Zealand
11/22/2020,27,4,12,3,22,India
8/4/2019,27,3,14,15,79,Brazil
12/15/2019,27,10,21,9,48,Brazil
10/25/2020,27,6,30,8,89,Brazil
11/8/2020,27,1,29,6,75,Brazil
1/31/2021,27,0,11,6,44,Russia
2/10/2019,27,10,35,8,82,Spain
3/3/2019,27,13,19,15,63,Spain
4/12/2020,27,11,25,22,66,Spain
8/2/2020,27,12,19,10,47,Spain
10/13/2019,27,13,13,0,31,Colombia
11/17/2019,27,22,13,18,89,Colombia
12/13/2020,27,4,13,13,27,Colombia
9/15/2019,28,21,35,46,66,Indonesia
1/20/2019,28,7,40,7,58,Mexico
11/17/2019,28,13,24,4,54,Mexico
8/9/2020,28,26,20,12,55,Mexico
8/23/2020,28,9,36,12,69,Mexico
11/29/2020,28,3,19,12,54,Mexico
5/2/2021,28,15,30,6,51,Mexico
1/13/2019,28,9,21,21,57,Poland
4/14/2019,28,18,23,13,47,Poland
6/23/2019,28,23,25,25,76,Poland
11/3/2019,28,13,15,22,85,Poland
5/24/2020,28,21,32,23,68,Poland
1/10/2021,28,35,17,33,78,Poland
8/1/2021,28,16,24,19,82,Poland
9/12/2021,28,23,30,13,53,Poland
8/4/2019,28,0,28,12,61,Ukraine
5/26/2019,28,6,37,9,36,Philippines
6/2/2019,28,2,39,10,38,Philippines
3/22/2020,28,5,69,20,36,Philippines
1/6/2019,28,9,28,10,52,Malaysia
2/24/2019,28,6,37,7,55,Malaysia
8/4/2019,28,8,23,9,50,Malaysia
1/5/2020,28,8,45,11,52,Malaysia
5/10/2020,28,10,38,13,46,Malaysia
6/7/2020,28,11,34,8,48,Malaysia
10/11/2020,28,4,41,8,42,Malaysia
12/20/2020,28,6,34,10,43,Malaysia
7/25/2021,28,3,49,8,41,Malaysia
8/1/2021,28,8,46,8,40,Malaysia
12/8/2019,28,4,52,4,51,New Zealand
3/1/2020,28,3,50,6,60,New Zealand
12/13/2020,28,6,53,3,45,New Zealand
2/7/2021,28,5,62,10,43,New Zealand
2/21/2021,28,1,47,5,81,New Zealand
8/8/2021,28,10,48,5,80,New Zealand
8/22/2021,28,9,43,5,50,New Zealand
9/26/2021,28,4,57,9,53,New Zealand
12/20/2020,28,6,42,9,61,United States
6/9/2019,28,7,19,3,78,Brazil
7/14/2019,28,9,25,6,77,Brazil
1/12/2020,28,7,21,13,64,Brazil
2/2/2020,28,4,24,9,57,Brazil
3/1/2020,28,6,21,5,64,Brazil
7/5/2020,28,10,20,5,77,Brazil
11/8/2020,28,4,22,9,61,Russia
9/8/2019,28,7,28,7,21,Argentina
3/31/2019,28,16,24,12,69,Spain
12/15/2019,28,6,23,19,76,Spain
3/29/2020,28,14,25,17,61,Spain
10/11/2020,28,14,30,16,42,Spain
11/24/2019,29,22,38,50,59,Indonesia
1/6/2019,29,10,31,15,56,Mexico
2/9/2020,29,14,27,8,66,Mexico
6/7/2020,29,24,22,14,43,Mexico
10/4/2020,29,17,29,9,47,Mexico
12/6/2020,29,16,25,9,41,Mexico
5/26/2019,29,31,26,29,88,Poland
1/19/2020,29,32,15,29,59,Poland
6/13/2021,29,25,42,25,76,Poland
6/16/2019,29,4,21,25,54,Ukraine
6/30/2019,29,4,33,17,37,Ukraine
4/14/2019,29,4,32,12,37,Philippines
4/21/2019,29,3,35,12,33,Philippines
7/14/2019,29,8,34,11,65,Malaysia
1/26/2020,29,6,34,5,39,Malaysia
4/19/2020,29,6,37,19,46,Malaysia
5/3/2020,29,11,40,14,34,Malaysia
6/28/2020,29,7,45,19,40,Malaysia
1/10/2021,29,14,48,9,46,Malaysia
9/26/2021,29,4,48,11,44,Malaysia
10/6/2019,29,8,37,5,41,New Zealand
10/20/2019,29,9,39,6,57,New Zealand
12/22/2019,29,4,44,7,47,New Zealand
4/5/2020,29,2,40,11,34,New Zealand
8/9/2020,29,6,49,5,42,New Zealand
9/27/2020,29,4,51,5,60,New Zealand
12/6/2020,29,6,45,14,59,New Zealand
7/25/2021,29,1,38,9,61,New Zealand
9/12/2021,29,9,50,9,44,New Zealand
6/30/2019,29,5,42,8,77,United States
7/4/2021,29,6,50,10,88,United States
